Name,State,Public IP,Private IP,Shape,OCPU Count,Memory (GB),GPU Count,Region,AD,FD,Created On,OCID,Compartment OCID
admin-server,RUNNING,129.146.17.229,10.0.0.14,VM.Standard1.16,16,112,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-2,2017-11-15 22:45:12.393 +0000 UTC,ocid1.instance.oc1.phx.abyhqljtsoo7zgmbv2oqmpt6pgxuuv2x6y4q5ydpkka3tkbz7iutj3muum2q,ocid1.compartment.oc1..aaaaaaaar235kbrqishx63v2wet2ine6ul45uuhbjmqjzwgsfb5fs3ij6uyq
admin-server-2,RUNNING,138.1.146.85,10.0.0.251,VM.Standard2.24,24,320,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-3,2022-08-17 15:45:40.272 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycij7s6ejeia4hgarechg3crq5shqxenbc6g2zrk267vta,ocid1.compartment.oc1..aaaaaaaar235kbrqishx63v2wet2ine6ul45uuhbjmqjzwgsfb5fs3ij6uyq
adminserver-3,RUNNING,130.35.141.25,10.0.0.29,VM.Standard2.24,24,320,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-2,2023-10-20 17:27:20.077 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2yc2gwuq54ubytxoxluzejwvkgfjc3nbxq4hthhq4pacdza,ocid1.compartment.oc1..aaaaaaaar235kbrqishx63v2wet2ine6ul45uuhbjmqjzwgsfb5fs3ij6uyq
instance-20230207-1359,STOPPED,138.1.157.234,10.0.0.60,VM.Standard.E4.Flex,1,8,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-1,2023-02-07 08:31:52.848 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycbqgujfopfuwiffb472ukywjn5wpxwfackfm5wvz7l7tq,ocid1.compartment.oc1..aaaaaaaatvr2qllpfd24jv44tfscumq4anankshx7cgk4b7bmhlgnwvffriq
testzep-1,RUNNING,,10.0.0.29,VM.Standard2.2,2,30,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-3,2021-07-21 15:40:07.765 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycnr4v66bnpipvjem7gl6s2znbgwbsqkyd5eklcqvajqyq,ocid1.compartment.oc1..aaaaaaaatvr2qllpfd24jv44tfscumq4anankshx7cgk4b7bmhlgnwvffriq
bpod-1,RUNNING,138.1.146.105,10.0.17.67,VM.DenseIO2.16,16,240,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-3,2022-08-08 18:58:53.695 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycaurai4ddx643s7ox4zbamr6fgbistxcu67nuezthx5ka,ocid1.compartment.oc1..aaaaaaaavmr3oaamufyo5m3x5x5ozoosnq4ngrvh43ral3jm2xyjtr6gglwq
cman-1,RUNNING,,10.0.4.205,VM.Standard2.16,16,240,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-2,2020-03-07 03:35:47.507 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycohdp4fnb2om4pnjaluznmjzif3zhr7yoti5subo36xeq,ocid1.compartment.oc1..aaaaaaaavmr3oaamufyo5m3x5x5ozoosnq4ngrvh43ral3jm2xyjtr6gglwq
ctrl-1,RUNNING,138.1.158.111,10.0.16.4,BM.DenseIO2.52,52,768,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-2,2020-03-07 03:37:01.535 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2yclalwatsmsh5gf46rjtbagdn3knw7eoafipndjtpgos2q,ocid1.compartment.oc1..aaaaaaaavmr3oaamufyo5m3x5x5ozoosnq4ngrvh43ral3jm2xyjtr6gglwq
dev1vm,STOPPED,129.146.83.3,10.0.1.82,VM.Standard2.2,2,30,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-1,2018-06-17 05:14:35.35 +0000 UTC,ocid1.instance.oc1.phx.abyhqljttdgbhn6vp4dybd73ly2sjczifycdmayi3pt3nc3tuawfk64uplpa,ocid1.compartment.oc1..aaaaaaaavmr3oaamufyo5m3x5x5ozoosnq4ngrvh43ral3jm2xyjtr6gglwq
fbpod-1,RUNNING,130.35.142.178,10.0.16.6,VM.DenseIO2.16,16,240,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-2,2021-03-08 22:27:06.855 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycxal3g37gbbkk7jkpztcwqsgncikab2b5b7lhl7sd4noa,ocid1.compartment.oc1..aaaaaaaavmr3oaamufyo5m3x5x5ozoosnq4ngrvh43ral3jm2xyjtr6gglwq
jen-1,RUNNING,130.35.15.181,10.0.1.87,VM.Standard2.8,8,120,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-2,2020-12-10 20:33:49.649 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycsp64sxdop4fm5iyhehojhnnllp7andhphyt5qev3h63a,ocid1.compartment.oc1..aaaaaaaavmr3oaamufyo5m3x5x5ozoosnq4ngrvh43ral3jm2xyjtr6gglwq
jump1-dev1,STOPPED,138.1.150.35,10.0.1.84,VM.Standard2.4,4,60,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-3,2019-07-20 19:46:08.434 +0000 UTC,ocid1.instance.oc1.phx.abyhqljtobuueje6hm5xxml4x7jnhjhgtl46c2voawhby2uaefalo52hntqa,ocid1.compartment.oc1..aaaaaaaavmr3oaamufyo5m3x5x5ozoosnq4ngrvh43ral3jm2xyjtr6gglwq
met-1,RUNNING,,10.0.4.203,VM.Standard2.4,4,60,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-2,2020-03-07 03:35:47.022 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2yc3l4oggaii2uskl3a7jzl5fopottl2xnm6fdhif5ty2fa,ocid1.compartment.oc1..aaaaaaaavmr3oaamufyo5m3x5x5ozoosnq4ngrvh43ral3jm2xyjtr6gglwq
nginx-1,RUNNING,,10.0.7.34,VM.Standard2.4,4,60,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-2,2022-05-31 22:39:26.869 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2yc43kk7ccibwmj2end2tijuulokmyw36oztkgoeas2wbiq,ocid1.compartment.oc1..aaaaaaaavmr3oaamufyo5m3x5x5ozoosnq4ngrvh43ral3jm2xyjtr6gglwq
odi-1,RUNNING,,10.0.4.209,VM.Standard2.8,8,120,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-2,2020-12-08 22:06:53.578 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycq643uyp4nnfylrvbcxh2svps6t2tt56m4f3fdq7zmjbq,ocid1.compartment.oc1..aaaaaaaavmr3oaamufyo5m3x5x5ozoosnq4ngrvh43ral3jm2xyjtr6gglwq
oml-1,RUNNING,,10.0.7.90,VM.Standard2.8,8,120,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-3,2022-08-04 15:49:23.26 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycc3mw5deac4vpjxvkuq2c7x3m54qno2mtrqszmfpmv6fa,ocid1.compartment.oc1..aaaaaaaavmr3oaamufyo5m3x5x5ozoosnq4ngrvh43ral3jm2xyjtr6gglwq
omlmod-1,RUNNING,,10.0.4.207,VM.Standard2.8,8,120,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-2,2020-07-13 00:12:11.596 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycf43n7awthn2hq3nrtg2nmnux67vywymvdsy66bn6hwqa,ocid1.compartment.oc1..aaaaaaaavmr3oaamufyo5m3x5x5ozoosnq4ngrvh43ral3jm2xyjtr6gglwq
ordswls-1,RUNNING,,10.0.7.212,VM.Standard2.8,8,120,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-2,2023-01-24 17:10:26.418 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycn44mtrwq5ldhikoq6wu7rtisuypblsd7pdt6xnt4nfwa,ocid1.compartment.oc1..aaaaaaaavmr3oaamufyo5m3x5x5ozoosnq4ngrvh43ral3jm2xyjtr6gglwq
rc-1,RUNNING,,10.0.4.202,VM.Standard2.4,4,60,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-3,2020-03-07 03:35:41.028 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycc2m7cb62y2uphcnuzwzrgj7etay7ohsvlgctwbyoegoa,ocid1.compartment.oc1..aaaaaaaavmr3oaamufyo5m3x5x5ozoosnq4ngrvh43ral3jm2xyjtr6gglwq
wls-1,RUNNING,,10.0.4.201,VM.Standard2.8,8,120,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-3,2020-03-07 03:35:41.19 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycdfctyswq5awzhdkpoe6ngj4mg2mm5qepbveq5wvszzia,ocid1.compartment.oc1..aaaaaaaavmr3oaamufyo5m3x5x5ozoosnq4ngrvh43ral3jm2xyjtr6gglwq
zep-1,RUNNING,,10.0.53.105,VM.Standard2.8,8,120,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-2,2022-02-10 17:38:02.76 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycnb55jreywcdmviwhw6izna6u42jeycmrtdmq4vtynhsa,ocid1.compartment.oc1..aaaaaaaavmr3oaamufyo5m3x5x5ozoosnq4ngrvh43ral3jm2xyjtr6gglwq
zep-4,RUNNING,,10.0.52.237,VM.Standard2.8,8,120,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-2,2023-10-02 18:41:20.053 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycun4jb5cedutmuz7npxejvkc4f3qfugbnkrbgqnxax67a,ocid1.compartment.oc1..aaaaaaaavmr3oaamufyo5m3x5x5ozoosnq4ngrvh43ral3jm2xyjtr6gglwq
ctrl-2,RUNNING,130.35.241.135,10.0.20.2,BM.DenseIO2.52,52,768,0,phx,VnTy:PHX-AD-2,FAULT-DOMAIN-1,2020-12-05 02:35:56.298 +0000 UTC,ocid1.instance.oc1.phx.anyhqljr6gc7n2ycrb56fdiqkwkk5mzo7klx4tes5kf6rumlmmhthdrlaouq,ocid1.compartment.oc1..aaaaaaaavmr3oaamufyo5m3x5x5ozoosnq4ngrvh43ral3jm2xyjtr6gglwq
jump2-dev1,RUNNING,130.35.5.62,10.0.1.108,VM.Standard2.8,8,120,0,phx,VnTy:PHX-AD-2,FAULT-DOMAIN-2,2022-05-18 18:42:10.533 +0000 UTC,ocid1.instance.oc1.phx.anyhqljr6gc7n2ycucoc4k7q7gqfrferqantmmefs2uelzjxhveeuleb7clq,ocid1.compartment.oc1..aaaaaaaavmr3oaamufyo5m3x5x5ozoosnq4ngrvh43ral3jm2xyjtr6gglwq
odi-2,RUNNING,,10.0.8.31,VM.Standard2.8,8,120,0,phx,VnTy:PHX-AD-2,FAULT-DOMAIN-1,2021-11-17 06:04:34.683 +0000 UTC,ocid1.instance.oc1.phx.anyhqljr6gc7n2ycc26wqbhe3s4p5x4sbkfg3fgqoslqmugxtql5exffh6ua,ocid1.compartment.oc1..aaaaaaaavmr3oaamufyo5m3x5x5ozoosnq4ngrvh43ral3jm2xyjtr6gglwq
zep-2,RUNNING,,10.0.57.137,VM.Standard2.8,8,120,0,phx,VnTy:PHX-AD-2,FAULT-DOMAIN-2,2022-02-10 17:38:02.989 +0000 UTC,ocid1.instance.oc1.phx.anyhqljr6gc7n2ycvyqgfbfcu6qscqjshvtbr5vtlsge3kxnlfn6rmfx7psq,ocid1.compartment.oc1..aaaaaaaavmr3oaamufyo5m3x5x5ozoosnq4ngrvh43ral3jm2xyjtr6gglwq
zep-5,RUNNING,,10.0.57.31,VM.Standard2.8,8,120,0,phx,VnTy:PHX-AD-2,FAULT-DOMAIN-2,2023-10-02 19:21:55.759 +0000 UTC,ocid1.instance.oc1.phx.anyhqljr6gc7n2ycy7zedyxg674dreesutuhs5n5caszjn7vspitl4bxxheq,ocid1.compartment.oc1..aaaaaaaavmr3oaamufyo5m3x5x5ozoosnq4ngrvh43ral3jm2xyjtr6gglwq
zep-3,RUNNING,,10.0.62.74,VM.GPU.A10.2,30,480,2,phx,VnTy:PHX-AD-3,FAULT-DOMAIN-1,2023-06-26 18:21:34.856 +0000 UTC,ocid1.instance.oc1.phx.anyhqljs6gc7n2ycqr7rafrd7scwx4jlervx3lj4c3suugdzzjtp5q7ilcfa,ocid1.compartment.oc1..aaaaaaaavmr3oaamufyo5m3x5x5ozoosnq4ngrvh43ral3jm2xyjtr6gglwq
zep-6,RUNNING,,10.0.63.246,VM.GPU.A10.2,30,480,2,phx,VnTy:PHX-AD-3,FAULT-DOMAIN-2,2023-10-16 17:26:19.229 +0000 UTC,ocid1.instance.oc1.phx.anyhqljs6gc7n2ycibvqykfs34rfkxreiy2z3x7vvhdpoaolwa74wu7dczkq,ocid1.compartment.oc1..aaaaaaaavmr3oaamufyo5m3x5x5ozoosnq4ngrvh43ral3jm2xyjtr6gglwq
jump1-mon-preprod,RUNNING,138.1.148.0,10.1.0.11,VM.Standard2.4,4,60,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-1,2021-06-03 00:13:29.648 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycp2qvfn5lbeu5a4luesc2kv3kzhefdykefiijcpgtzkaq,ocid1.compartment.oc1..aaaaaaaarcz4kpk44aswnviys5pcl5vuiup42swygbln2mahp6h627gq6lha
mon1-preprod,RUNNING,,10.1.0.29,VM.Standard2.8,8,120,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-1,2021-06-03 00:38:08.676 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2yc32zklmacs4gpempnlsfhs4vuuy5zrm7gw5nzdyhvzrla,ocid1.compartment.oc1..aaaaaaaarcz4kpk44aswnviys5pcl5vuiup42swygbln2mahp6h627gq6lha
Test_instance,RUNNING,138.1.155.60,10.0.1.87,VM.Standard.E4.Flex,1,16,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-1,2024-03-05 19:43:55.04 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycej4yg4vmqvv7otzk4fh6sgumhpvrx6axd62mpid3nmhq,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
ad1-priv-pe,RUNNING,,10.0.2.217,VM.Standard3.Flex,1,8,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-3,2022-11-14 19:29:08.425 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2yctrmnsnuiucidjlkhxeqoj7iq3447w6hwrqfydxzb4iha,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
adbs-44633_gtwy,RUNNING,,10.0.3.242,VM.Standard.E4.Flex,2,32,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-1,2022-05-12 08:32:17.835 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2yco366emsxhbkbso5foaq3mdcqjqjbt5xlrj3utebjn4lq,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
adm-1,RUNNING,138.1.149.96,10.0.1.88,VM.Standard2.8,8,120,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-2,2022-08-02 00:07:19.179 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycyz7wh4doenvekx4d3fubgs23jnbgiirbbjybulcad7ma,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
adminsystem-vm,STOPPED,138.1.150.217,10.0.1.82,VM.Standard1.2,2,14,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-2,2018-02-23 01:37:12.788 +0000 UTC,ocid1.instance.oc1.phx.abyhqljt2ayfrqikwz4xjiadxbnhvup4fxva6cvnwudatnllxkihivoimsfa,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
ahcgtwy,RUNNING,138.1.159.84,10.0.4.112,VM.Standard.E4.Flex,2,32,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-1,2022-05-12 08:47:35.955 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2yc6z65nsepeo5u6cewz7ejytqtquaolg3taaeg43n5s7qq,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
apex_vanity_priv1,RUNNING,,30.0.1.118,VM.Standard2.2,2,30,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-1,2021-08-18 21:52:24.74 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycpaoop6apbw4xzm3qguhptnklu6evcafjsdkzau4hiy3a,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
apex_vanity_pub1,RUNNING,130.35.14.45,30.0.0.242,VM.Standard2.2,2,30,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-2,2021-08-18 19:09:43.854 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2yckaojzqdxvxlzzytnc4l5dnanz6a7zrtk5dzsnorbp2mq,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
appctrl-1,RUNNING,138.1.147.88,10.0.16.192,BM.DenseIO2.52,52,768,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-1,2022-06-30 21:38:58.584 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycrmftox2ycekbnedzwjhch7ly56petg2ekwfnwk5qmtwq,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
bpod-1,RUNNING,138.1.152.244,10.0.18.146,BM.DenseIO2.52,52,768,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-2,2021-06-11 21:29:03.961 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycqvoodiwu4uhn2ard5wjh23so2fyppgqm2kitmgesu3na,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
bpod-4,RUNNING,138.1.144.106,10.0.16.27,VM.DenseIO2.16,16,240,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-1,2024-03-09 18:47:33.351 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2yc76tfdolqjfn77j7zo2rpvhc4x4q4imcwhqzilpy2ymmq,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
bpod-7,RUNNING,130.35.14.226,10.0.19.220,BM.Standard.B1.44,44,512,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-1,2021-09-02 23:42:20.772 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycdtr6if4awktehz3d2cjpmndx3oi3gvf6v2tckzsdpa7q,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
ce1pod-guved1,RUNNING,,10.0.89.25,VM.Standard.E4.Flex,16,256,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-1,2023-11-25 16:27:36.755 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycm4ypll24bajnna77dxbe6to6znvrdbynj3gnkmfoi6xa,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
ce1pod-guved2,RUNNING,,10.0.91.246,VM.Standard.E4.Flex,16,256,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-1,2023-11-25 16:27:36.587 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycph3p4pdauvbxdcev6z47jz76xca3c4lzhtthkjnerfha,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
cman-1,RUNNING,,10.0.4.223,VM.Standard2.16,16,240,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-2,2021-09-13 21:24:05.321 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycdofo76lhnkeo3vfyt5td5leyd7pujnjrgxvp7ywbinnq,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
cman-4,RUNNING,,10.0.4.26,VM.Standard2.24,24,320,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-2,2024-03-21 17:43:17.725 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2yczfb55ei6zcesjhgvxlzpew6b6peovseykyqrfuhqf6wa,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
ctrl-1,RUNNING,138.1.150.55,10.0.16.71,VM.DenseIO2.16,16,240,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-1,2021-03-24 21:35:55.158 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2yc2czrsqrtthzihgh5ipv7dn4um36l3u3mbssa6nzauwyq,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
ctrl-4,RUNNING,130.35.15.66,10.0.16.61,VM.DenseIO2.16,16,240,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-3,2020-06-18 17:37:15.619 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycstviyw2zs5i4xy67aqwsf3px5fxbavljpjnff2thha3q,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
dac-1,RUNNING,,10.0.4.94,VM.Standard.E4.Flex,8,128,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-3,2023-02-28 21:45:15.177 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycfzy2rjirobw44gplra64zbjewj4geuuchxsg3qb4ac3q,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
dns-1,RUNNING,,10.0.6.4,VM.Standard.E3.Flex,8,128,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-1,2022-07-11 19:07:48.281 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycebjrboqfqw3hqjgcq7fybfrx6cfdkqxchndbo753mnnq,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
extproc-agent,RUNNING,138.1.148.171,10.0.0.5,VM.Standard.E4.Flex,4,64,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-2,2024-03-16 03:11:56.203 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycdn2wirfwkhlh2ancdvpao6g7ph5sotuimphafcdc23qq,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
extproc-agent,RUNNING,138.1.146.158,10.0.1.168,VM.Standard.E4.Flex,2,32,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-1,2024-03-12 02:40:29.671 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycdwlw2btrlkbf2jvddoln7qeuggywcy6cuor4la23alhq,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
extproc-agent,RUNNING,138.1.146.25,10.0.1.202,VM.Standard.E3.Flex,4,64,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-2,2024-03-08 13:11:39.575 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycgwjktandhb3ufzo4mqjymh27iddd6wgpxqwjyrkakivq,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
extproc-agent,RUNNING,138.1.159.197,10.0.1.194,VM.Standard.E3.Flex,2,32,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-2,2024-03-11 13:14:45.608 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycoidwqmrgafgbjdbtyajnta5jywwdpoqtfxznr3khdt4q,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
extproc-agent,RUNNING,138.1.149.12,10.0.0.10,VM.Standard.E3.Flex,2,16,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-2,2024-03-12 05:46:53.879 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycrccbcw6dp4kzmbbehmh6imw6xvsralb4yncurozth47q,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
extproc-agent,RUNNING,138.1.144.225,10.0.1.231,VM.Standard.E3.Flex,2,37,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-1,2024-03-12 04:15:51.56 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycvoa7jvln27nvwnhdiwaewcjfboj353gq6wq6j2rwgrbq,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
extproc-testing,RUNNING,130.35.15.109,10.0.16.206,VM.Standard.E4.Flex,16,256,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-3,2023-01-20 21:28:47.144 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2yctrpxsotq37mkhenp2xrnsztxc2tremdnf3hxi3774jxq,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
extproc_pe_instance,RUNNING,,10.0.3.55,VM.Standard3.Flex,1,8,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-2,2023-02-07 04:16:49.685 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2ycni2lm76wfwml2c5koejjwtms5i36awr3pyw5dirawrcq,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
extproc_pe_instance,STOPPED,,10.0.3.35,VM.Standard.E4.Flex,1,8,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-1,2023-02-06 22:26:51.951 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2yctinmchtdinqsudwrxvmzcryz6dgebxaukam3sowwnmcq,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
fbpod-1,RUNNING,130.35.12.135,10.0.18.74,VM.DenseIO2.16,16,240,0,phx,VnTy:PHX-AD-1,FAULT-DOMAIN-1,2024-03-09 18:47:27.979 +0000 UTC,ocid1.instance.oc1.phx.anyhqljt6gc7n2yc3jzxinl46wvl2ttlhhlpzrfnuo7gcxaovpbmmftftgwq,ocid1.compartment.oc1..aaaaaaaa6zne3brnyivu4gnqeobwukjscw57mv73yutewmxl2i34hev5tpda
